date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:28:48	4424/4424	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Nov%202022%2007:02:38%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&ixlib=php-3.3.1&px=16&w=450&s=b8900324ced3277ae164a446990e3e9c	D:/Class%20Central%202/CC/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social9f0a.jpg	(from https://www.classcentral.com/)
22:28:49	22290/22290	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2016:04:03%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&ixlib=php-3.3.1&w=450&s=9fd82b0b3f0af3174ed36f9701d84ba2	D:/Class%20Central%202/CC/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-sociale573.jpg	(from https://www.classcentral.com/)
22:28:50	563389/563389	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2014:14:15%20GMT	https://www.classcentral.com/report/list-of-mooc-based-microcredentials/	D:/Class%20Central%202/CC/www.classcentral.com/report/list-of-mooc-based-microcredentials/index.html	(from https://www.classcentral.com/)
22:28:50	2158/2158	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2001:12:51%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-most-popular-all-time-social.png?auto=format&blur=200&ixlib=php-3.3.1&px=16&w=450&s=f33c3f92427d0d78a9fa871e5366626e	D:/Class%20Central%202/CC/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-most-popular-all-time-social611f.png	(from https://www.classcentral.com/)
22:28:52	24655/24655	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2009:08:42%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-most-popular-all-time-social.png?auto=format&ixlib=php-3.3.1&w=450&s=1f90fe42cee7ab47ab240f59cfb697e1	D:/Class%20Central%202/CC/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-most-popular-all-time-social1b82.png	(from https://www.classcentral.com/)
22:28:54	733379/733379	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2020:28:53%20GMT	https://www.classcentral.com/provider/udacity	D:/Class%20Central%202/CC/www.classcentral.com/provider/udacity.html	(from https://www.classcentral.com/)
22:28:55	765694/765694	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2020:28:54%20GMT	https://www.classcentral.com/university/gatech	D:/Class%20Central%202/CC/www.classcentral.com/university/gatech.html	(from https://www.classcentral.com/)
22:28:56	740647/740647	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2020:28:55%20GMT	https://www.classcentral.com/institution/linuxfoundation	D:/Class%20Central%202/CC/www.classcentral.com/institution/linuxfoundation.html	(from https://www.classcentral.com/)
22:28:57	736118/736118	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2020:28:56%20GMT	https://www.classcentral.com/institution/salesforce	D:/Class%20Central%202/CC/www.classcentral.com/institution/salesforce.html	(from https://www.classcentral.com/)
22:28:58	558494/558494	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2020:28:57%20GMT	https://www.classcentral.com/about	D:/Class%20Central%202/CC/www.classcentral.com/about.html	(from https://www.classcentral.com/)
22:28:58	169338/169338	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2014:14:29%20GMT	https://www.classcentral.com/report/most-popular-courses-2023/	D:/Class%20Central%202/CC/www.classcentral.com/report/most-popular-courses-2023/index.html	(from https://www.classcentral.com/)
22:29:00	540269/540269	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2020:28:59%20GMT	https://www.classcentral.com/about/privacy-policy	D:/Class%20Central%202/CC/www.classcentral.com/about/privacy-policy.html	(from https://www.classcentral.com/)
22:29:00	182693/182693	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2014:08:54%20GMT	https://www.classcentral.com/report/coursera-top-courses/	D:/Class%20Central%202/CC/www.classcentral.com/report/coursera-top-courses/index.html	(from https://www.classcentral.com/)
22:29:01	547770/547770	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2020:29:00%20GMT	https://www.classcentral.com/about/careers	D:/Class%20Central%202/CC/www.classcentral.com/about/careers.html	(from https://www.classcentral.com/)
22:29:01	158592/158592	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2014:14:32%20GMT	https://www.classcentral.com/report/edx-top-courses/	D:/Class%20Central%202/CC/www.classcentral.com/report/edx-top-courses/index.html	(from https://www.classcentral.com/)
22:29:03	533544/533544	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2020:29:02%20GMT	https://www.classcentral.com/help	D:/Class%20Central%202/CC/www.classcentral.com/help.html	(from https://www.classcentral.com/)
22:29:03	164894/164894	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2014:14:34%20GMT	https://www.classcentral.com/report/class-central-ddos-attack/	D:/Class%20Central%202/CC/www.classcentral.com/report/class-central-ddos-attack/index.html	(from https://www.classcentral.com/)
22:29:05	530867/530867	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2020:29:04%20GMT	https://www.classcentral.com/contact	D:/Class%20Central%202/CC/www.classcentral.com/contact.html	(from https://www.classcentral.com/)
22:29:06	4693/4693	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2020:29:05%20GMT	https://www.classcentral.com/cdn-cgi/l/email-protection	D:/Class%20Central%202/CC/www.classcentral.com/cdn-cgi/l/email-protection.html	(from https://www.classcentral.com/)
